LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,IPC Url ,IPC,PrimaryClass,First4level,Filingdate1,B4,B3,B2,B1,Q0,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup,,,,,,,
No Patents Available (On Lex Machina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724,http://law.lexmachina.com/cases/9724,"Cascade Microtech v. Karl Suss America, et al",2:00-cv-00442,D.Vt.,2000,11/22/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/22/2000,Not Available,,,,,,,,,Cascade Microtech,"Karl Suss America, et al",2305,1,0,,,,,,,
9725,http://law.lexmachina.com/cases/9725,"Leoutsakos v. Colls Hospital, et al",1:00-cv-00356,D.N.H.,2000, 7/27/2000,0,9,No Patents Available from Lex Machina,,,,,,,7/27/2000,Not Available,,,,,,,,,Leoutsakos,"Colls Hospital, et al",6279,1,0,,,,,,,
9736,http://law.lexmachina.com/cases/9736,"Alza Corporation, et al v. Mylan Laboratories, et al",2:02-cv-00213,D.Vt.,2002,  9/3/2002,0,8,No Patents Available from Lex Machina,,,,,,,9/3/2002,Not Available,,,,,,,,,"Alza Corporation, et al","Mylan Laboratories, et al",1755,0,2,,,,,,,
9755,http://law.lexmachina.com/cases/9755,"Concrete Precast Pro, et al v. The Fort Miller Co.",3:00-cv-01352,N.D.N.Y.,2000,  9/6/2000,0,8,No Patents Available from Lex Machina,,,,,,,9/6/2000,Not Available,,,,,,,,,"Concrete Precast Pro, et al",The Fort Miller Co.,2459,1,0,,,,,,,
9768,http://law.lexmachina.com/cases/9768,"Leviton Manufacturin v. HML, Yuenqing Huamel",1:01-cv-04938,E.D.N.Y.,2001, 7/24/2001,0,8,No Patents Available from Lex Machina,,,,,,,7/24/2001,Not Available,,,,,,,,,Leviton Manufacturin,"HML, Yuenqing Huamel",3753,1,0,,,,,,,
977,http://law.lexmachina.com/cases/977,Intl Bus Machines v. Informix Corp.,1:00-cv-00073,D.Del.,2000,  2/4/2000,0,8,No Patents Available from Lex Machina,,,,,,,2/4/2000,Not Available,,,,,,,,,Intl Bus Machines,Informix Corp.,3514,1,0,,,,,,,
9776,http://law.lexmachina.com/cases/9776,"Sobstad Corp. v. North Sails Group, et al",3:00-cv-02151,D.Conn.,2000, 11/7/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/7/2000,Not Available,,,,,,,,,Sobstad Corp.,"North Sails Group, et al",5140,1,0,,,,,,,
9778,http://law.lexmachina.com/cases/9778,"Ivoclar Vivadent Inc, et al v. Kerr Corporation, et al",1:01-cv-00206,W.D.N.Y.,2001, 3/22/2001,0,8,No Patents Available from Lex Machina,,,,,,,3/22/2001,Not Available,,,,,,,,,"Ivoclar Vivadent Inc, et al","Kerr Corporation, et al",3547,1,0,,,,,,,
9785,http://law.lexmachina.com/cases/9785,"Gerber Coburn v. Walach Indus Inc, et al",3:02-cv-00443,D.Conn.,2002, 3/12/2002,0,8,No Patents Available from Lex Machina,,,,,,,3/12/2002,Not Available,,,,,,,,,Gerber Coburn,"Walach Indus Inc, et al",3125,1,0,,,,,,,
9792,http://law.lexmachina.com/cases/9792,"ICC Innovative v. Harbor Freight Tools, et al",3:00-cv-02198,D.Conn.,2000,11/15/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/15/2000,Not Available,,,,,,,,,ICC Innovative,"Harbor Freight Tools, et al",3383,0,4,,,,,,,
9794,http://law.lexmachina.com/cases/9794,"Trebla Chemical v. Champion Chemtech, et al",1:01-cv-00636,W.D.N.Y.,2001,  9/7/2001,0,8,No Patents Available from Lex Machina,,,,,,,9/7/2001,Not Available,,,,,,,,,Trebla Chemical,"Champion Chemtech, et al",5579,1,0,,,,,,,
9797,http://law.lexmachina.com/cases/9797,"Corning Incorporated v. Highwave Optical Inc, et al",3:01-cv-01097,N.D.N.Y.,2001,  7/5/2001,0,8,No Patents Available from Lex Machina,,,,,,,7/5/2001,Not Available,,,,,,,,,Corning Incorporated,"Highwave Optical Inc, et al",2492,1,0,,,,,,,
98,http://law.lexmachina.com/cases/98,"Monolithic Power v. Sumida Corporation, et al",2:03-cv-00028,E.D.Tex.,2003, 1/23/2003,0,8,No Patents Available from Lex Machina,,,,,,,1/23/2003,Not Available,,,,,,,,,Monolithic Power,"Sumida Corporation, et al",4107,1,0,,,,,,,
9802,http://law.lexmachina.com/cases/9802,"Diemolding Corp., et al v. Kelsey-Hayes Company, et al",5:00-cv-00505,N.D.N.Y.,2000, 3/30/2000,0,8,No Patents Available from Lex Machina,,,,,,,3/30/2000,Not Available,,,,,,,,,"Diemolding Corp., et al","Kelsey-Hayes Company, et al",2638,1,0,,,,,,,
9805,http://law.lexmachina.com/cases/9805,"Ivoclar Vivadent, et al v. Espe America",1:01-cv-00210,W.D.N.Y.,2001, 3/22/2001,0,8,No Patents Available from Lex Machina,,,,,,,3/22/2001,Not Available,,,,,,,,,"Ivoclar Vivadent, et al",Espe America,3548,1,1,,,,,,,
9808,http://law.lexmachina.com/cases/9808,"Gyar Rt., et al v. Gyma Laboratories of, et al",1:01-cv-04531,E.D.N.Y.,2001,  7/6/2001,0,8,No Patents Available from Lex Machina,,,,,,,7/6/2001,Not Available,,,,,,,,,"Gyar Rt., et al","Gyma Laboratories of, et al",3218,1,0,,,,,,,
981,http://law.lexmachina.com/cases/981,"LNP Engineering, et al v. Miller Waste Mills",1:00-cv-00140,D.Del.,2000,  3/1/2000,0,8,No Patents Available from Lex Machina,,,,,,,3/1/2000,Not Available,,,,,,,,,"LNP Engineering, et al",Miller Waste Mills,3813,1,0,,,,,,,
982,http://law.lexmachina.com/cases/982,"Nexell Therapeutics, et al v. Amcell Corporation, et al",1:00-cv-00141,D.Del.,2000,  3/1/2000,0,"6, 8",No Patents Available from Lex Machina,,,,,,,3/1/2000,Not Available,,,,,,,,,"Nexell Therapeutics, et al","Amcell Corporation, et al",6787,1,0,,,,,,,
9824,http://law.lexmachina.com/cases/9824,"Burton Corporation v. Vans, Inc., et al",1:00-cv-00206,D.Vt.,2000, 6/15/2000,0,8,No Patents Available from Lex Machina,,,,,,,6/15/2000,Not Available,,,,,,,,,Burton Corporation,"Vans, Inc., et al",2233,1,0,,,,,,,
9827,http://law.lexmachina.com/cases/9827,"Moore North America v. Display Pack, Inc.",1:00-cv-00333,W.D.N.Y.,2000, 4/21/2000,0,12,No Patents Available from Lex Machina,,,,,,,4/21/2000,Not Available,,,,,,,,,Moore North America,"Display Pack, Inc.",6545,0,2,,,,,,,
9831,http://law.lexmachina.com/cases/9831,"DeLaval, Inc. v. Dairytech, Inc.",1:01-cv-00038,W.D.N.Y.,2001, 1/19/2001,0,8,No Patents Available from Lex Machina,,,,,,,1/19/2001,Not Available,,,,,,,,,"DeLaval, Inc.","Dairytech, Inc.",2601,1,0,,,,,,,
9854,http://law.lexmachina.com/cases/9854,"ICC Innovative v. Alltrade, Inc, et al",3:00-cv-02472,D.Conn.,2000,12/22/2000,0,8,No Patents Available from Lex Machina,,,,,,,12/22/2000,Not Available,,,,,,,,,ICC Innovative,"Alltrade, Inc, et al",3383,1,2,,,,,,,
9860,http://law.lexmachina.com/cases/9860,Manufacture v. A & W Products Inc,3:00-cv-02073,D.Conn.,2000,10/30/2000,0,8,No Patents Available from Lex Machina,,,,,,,10/30/2000,Not Available,,,,,,,,,Manufacture,A & W Products Inc,3892,1,0,,,,,,,
9877,http://law.lexmachina.com/cases/9877,"Tigercat Industries v. Blount, Inc.",1:03-cv-00223,W.D.N.Y.,2003, 3/20/2003,0,8,No Patents Available from Lex Machina,,,,,,,3/20/2003,Not Available,,,,,,,,,Tigercat Industries,"Blount, Inc.",5511,1,0,,,,,,,
98954,http://law.lexmachina.com/cases/98954,Dishmount Products L L C v. Skywalker Communications Inc,6:09-cv-01389,W.D.La.,2009,  8/6/2009,0,1,No Patents Available from Lex Machina,,,,,,,8/6/2009,Not Available,,,,,,,,,Dishmount Products L L C,Skywalker Communications Inc,230,1,0,,,,,,,
9918,http://law.lexmachina.com/cases/9918,"Astrazeneca Ab, et al v. Eon Labs Manufacturi",1:00-cv-02721,E.D.N.Y.,2000, 5/15/2000,0,8,No Patents Available from Lex Machina,,,,,,,5/15/2000,Not Available,,,,,,,,,"Astrazeneca Ab, et al",Eon Labs Manufacturi,1934,1,0,,,,,,,
995,http://law.lexmachina.com/cases/995,"Genca Corporation v. Unitek Maschinenbau, et al",1:00-cv-00401,D.Del.,2000, 4/13/2000,0,8,No Patents Available from Lex Machina,,,,,,,4/13/2000,Not Available,,,,,,,,,Genca Corporation,"Unitek Maschinenbau, et al",3094,1,0,,,,,,,
99505,http://law.lexmachina.com/cases/99505,"Wordtech Systems, Inc. v. Microboards Manufacturing, L.L.C. et al",2:09-at-01373,E.D.Cal.,2009, 8/26/2009,0,5,No Patents Available from Lex Machina,,,,,,,8/26/2009,Not Available,,,,,,,,,"Wordtech Systems, Inc.","Microboards Manufacturing, L.L.C. et al",1473,1,0,,,,,,,
99556,http://law.lexmachina.com/cases/99556,"Laser Allergy Relief Centers, Inc. et al v. Practice MedX, LLC",2:09-at-01398,E.D.Cal.,2009, 8/28/2009,0,"8, 9",No Patents Available from Lex Machina,,,,,,,8/28/2009,Not Available,,,,,,,,,"Laser Allergy Relief Centers, Inc. et al","Practice MedX, LLC",7040,1,0,,,,,,,
999,http://law.lexmachina.com/cases/999,Rockwell Intl Corp. v. Ortel Corporation,1:00-cv-00438,D.Del.,2000, 4/28/2000,0,8,No Patents Available from Lex Machina,,,,,,,4/28/2000,Not Available,,,,,,,,,Rockwell Intl Corp.,Ortel Corporation,4846,1,0,,,,,,,
9999,http://law.lexmachina.com/cases/9999,ICC Innovative v. Choice Prod Inc,3:03-cv-01594,D.Conn.,2003, 9/18/2003,0,8,No Patents Available from Lex Machina,,,,,,,9/18/2003,Not Available,,,,,,,,,ICC Innovative,Choice Prod Inc,3383,0,1,,,,,,,
No IPCs Available (On PATSTAT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,http://law.lexmachina.com/cases/8239,"Sport Fun Inc v. Bond/Helman Inc, et al",2:01-cv-08537,C.D.Cal.,2001, 10/2/2001,0,8,D316280,1,D316280,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D316280,No International Patents,,,10/2/2001,Not Available,,,,,,,,,Sport Fun Inc,"Bond/Helman Inc, et al",5198,1,0,,,,,,,
1000001388,http://law.lexmachina.com/cases/7771,"Colida v. Kyocera Corp, et al",1:02-cv-07348,N.D.Ill.,2002,10/21/2002,0,9,"D321184,D321347,D321349",3,D321184,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D321184,No International Patents,,,10/21/2002,Not Available,,,,,,,,,Colida,"Kyocera Corp, et al",6108,1,2,,,,,,,
5478,http://law.lexmachina.com/cases/16368,Colida v. Siemens Corporation,3:05-cv-01520,S.D.Cal.,2005, 7/29/2005,0,9,D321347,1,D321347,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D321347,No International Patents,,,7/29/2005,Not Available,,,,,,,,,Colida,Siemens Corporation,6109,0,1,,,,,,,
11057,http://law.lexmachina.com/cases/16655,Colida v. Qualcomm Inc,3:03-cv-01341,S.D.Cal.,2003,  7/7/2003,0,9,"D321347,D321349",2,D321347,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D321347,No International Patents,,,7/7/2003,Not Available,,,,,,,,,Colida,Qualcomm Inc,6108,0,4,,,,,,,
98183,http://law.lexmachina.com/cases/6530,"COLIDA v. SHARP ELECTRONICS, et al",2:03-cv-02889,D.N.J.,2003, 6/16/2003,0,9,"D321347,D321349",2,D321347,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D321347,No International Patents,,,6/16/2003,Not Available,,,,,,,,,COLIDA,"SHARP ELECTRONICS, et al",6109,0,1,,,,,,,
1000005171,http://law.lexmachina.com/cases/6956,Colida v. Sanyo Corp,1:02-cv-08611,N.D.Ill.,2002,11/25/2002,0,9,D321347,1,D321347,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D321347,No International Patents,,,11/25/2002,Not Available,,,,,,,,,Colida,Sanyo Corp,6109,0,5,,,,,,,
1000005172,http://law.lexmachina.com/cases/17482,"Southco, Inc. v. Marine Hardware,Inc., et al",1:02-cv-20551,S.D.Fla.,2002, 2/21/2002,0,8,"D324636,D370620",2,D324636,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D324636,No International Patents,,,2/21/2002,Not Available,,,,,,,,,"Southco, Inc.","Marine Hardware,Inc., et al",5171,1,0,,,,,,,
1000005175,http://law.lexmachina.com/cases/2958,Alimed Incorporated v. Dixie Ems Supply USA,1:00-cv-10588,D.Mass.,2000, 3/27/2000,1,8,D329216,1,D329216,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D329216,No International Patents,,,3/27/2000,Not Available,,,,,,,,,Alimed Incorporated,Dixie Ems Supply USA,1714,1,0,,,,,,,
1000005178,http://law.lexmachina.com/cases/16130,Vectra Fitness Inc v. Kamparts Inc,2:03-cv-00997,W.D.Wash.,2003,  5/1/2003,0,8,"D329563,RE34572",2,D329563,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D329563,No International Patents,,,5/1/2003,Not Available,,,,,,,,,Vectra Fitness Inc,Kamparts Inc,5722,1,0,,,,,,,
1000005579,http://law.lexmachina.com/cases/6284,"Natl Diamond v. Flanders Diamond USA, et al",1:00-cv-06402,N.D.Ill.,2000,10/16/2000,1,8,D338851,1,D338851,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D338851,No International Patents,,,10/16/2000,Not Available,,,,,,,,,Natl Diamond,"Flanders Diamond USA, et al",4181,1,0,,,,,,,
1000005668,http://law.lexmachina.com/cases/3527,"Lutron Electronics Co., Inc.",9:07-cv-00097,E.D.Tex.,2007,  3/2/2007,0,8,D353798,1,D353798,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D353798,No International Patents,,,3/2/2007,Not Available,,,,,,,,,"Lutron Electronics Co., Inc.",,3850,1,0,,,,,,,
2000001622,http://law.lexmachina.com/cases/9885,Sargent Mfg Co v. Triangle Brass Mfg Co Inc,3:03-cv-01775,D.Conn.,2003,10/15/2003,1,8,D354670,1,D354670,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D354670,No International Patents,,,10/15/2003,Not Available,,,,,,,,,Sargent Mfg Co,Triangle Brass Mfg Co Inc,4935,1,0,,,,,,,
1000000258,http://law.lexmachina.com/cases/18092,"Potlatch Corporation v. Fort James Operating, et al",2:02-cv-00412,D.Idaho,2002,  9/3/2002,1,8,"D354854,D401421,D405269",3,D354854,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D354854,No International Patents,,,9/3/2002,Not Available,,,,,,,,,Potlatch Corporation,"Fort James Operating, et al",4619,1,0,,,,,,,
94548,http://law.lexmachina.com/cases/6490,Libertyville Saddle v. State Line Tack Inc,1:02-cv-00180,N.D.Ill.,2002,  1/8/2002,0,8,"D356206,D359388",2,D356206,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D356206,No International Patents,,,1/8/2002,Not Available,,,,,,,,,Libertyville Saddle,State Line Tack Inc,3771,1,0,,,,,,,
9552,http://law.lexmachina.com/cases/87266,"Penn Engineering & Manufacturing Corp. et al v. Shanghai Jingyang Import & Export Co., Ltd. et al",2:07-cv-01505,D.Nev.,2007,11/13/2007,0,"8, 12","D357176,D437209,D400430",3,D357176,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D357176,No International Patents,,,11/13/2007,Not Available,,,,,,,,,Penn Engineering & Manufacturing Corp. et al,"Shanghai Jingyang Import & Export Co., Ltd. et al",6881,1,0,,,,,,,
82885,http://law.lexmachina.com/cases/5192,"Seat Sack, Inc. v. Childcraft Education Corp. et al",1:07-cv-03344,S.D.N.Y.,2007, 4/26/2007,0,8,D358731,1,D358731,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D358731,No International Patents,,,4/26/2007,Not Available,,,,,,,,,"Seat Sack, Inc.",Childcraft Education Corp. et al,4986,1,0,,,,,,,
13609,http://law.lexmachina.com/cases/5046,"Kwikset Corporation et al v. Deltana Enterprises, Inc. et al",1:05-cv-05935,N.D.Ill.,2005,10/14/2005,0,"8, 12","D361489,D361706,D443194",3,D361489,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D361489,No International Patents,,,10/14/2005,Not Available,,,,,,,,,Kwikset Corporation et al,"Deltana Enterprises, Inc. et al",6862,0,2,,,,,,,
2000016973,http://law.lexmachina.com/cases/19191,"Nike, Inc. v. Meitac Intl. Enter. Co. Ltd. et al",2:06-cv-00934,D.Nev.,2006,  8/1/2006,0,8,"D361884,D380082,D387591,D387850,D392838,D429877,D431898,D433216,D449924,D452992,D456129,D459067,D461951,D463656,D464480,D466277,D466278,D472041,D472043,D473370,D474581,D474582,D474883,D483935,D484300,D485053,D493612,D498914,D499247,D499248,D500585,D504562,D510655,D511615,D511884,D512214,D514302,D522226,D522231,D522739,D522740,D523229,D523230,D523233,D523618,D523620,D524529",47,D361884,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D361884,No International Patents,,,8/1/2006,Not Available,,,,,,,,,"Nike, Inc.",Meitac Intl. Enter. Co. Ltd. et al,4261,0,1,,,,,,,
15872,http://law.lexmachina.com/cases/2000030528,"Nike, Inc. et al v. QiLoo International Limited",2:12-cv-00191,D.Nev.,2012,  2/6/2012,0,8,"D361884,D429877,D462830,D475523,D494353,D499247,D500585,D500917,D523618,D524028,D524529,D532600,D546541,D547541,D555332,D573338,D573339,D575046,D578294,D579186,D580636,D580646,D586548,D641968,D642369,D532599",26,D361884,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D361884,No International Patents,,,2/6/2012,Not Available,,,,,,,,,"Nike, Inc. et al",QiLoo International Limited,4260,1,0,,,,,,,
8124,http://law.lexmachina.com/cases/13770,BELL HELICOPTER TEXTRON INC. et al v. ISLAMIC REPUBLIC OF IRAN et al,1:06-cv-01694,D.D.C.,2006, 9/29/2006,0,8,"D363054,D375077,D388048",3,D363054,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D363054,No International Patents,,,9/29/2006,Not Available,,,,,,,,,BELL HELICOPTER TEXTRON INC. et al,ISLAMIC REPUBLIC OF IRAN et al,2089,1,0,,,,,,,
6620,http://law.lexmachina.com/cases/3143,"Dorel Juvenile Group, et al v. PU Digital, Inc.",1:01-cv-11285,D.Mass.,2001, 7/26/2001,1,8,D363116,1,D363116,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D363116,No International Patents,,,7/26/2001,Not Available,,,,,,,,,"Dorel Juvenile Group, et al","PU Digital, Inc.",2683,1,0,,,,,,,
24199,http://law.lexmachina.com/cases/2000000836,"Ameribag, Inc. et al v. Mascorro Leather, Inc.",1:09-cv-08917,S.D.N.Y.,2009,10/21/2009,0,8,D363599,1,D363599,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D363599,No International Patents,,,10/21/2009,Not Available,,,,,,,,,"Ameribag, Inc. et al","Mascorro Leather, Inc.",1762,1,0,,,,,,,
1828,http://law.lexmachina.com/cases/1000000891,Patmont Motor Werks v. Maro,5:02-cv-05583,N.D.Cal.,2002,11/25/2002,0,8,"D364845,6213561",2,D364845,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D364845,No International Patents,,,11/25/2002,Not Available,,,,,,,,,Patmont Motor Werks,Maro,4504,1,0,,,,,,,
11392,http://law.lexmachina.com/cases/2000001097,"Scanlan International, Inc. v. Microsurgical Laboratories Inc.",0:09-cv-03072,D.Minn.,2009, 11/3/2009,0,8,"D365878,D366699,D366700",3,D365878,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D365878,No International Patents,,,11/3/2009,Not Available,,,,,,,,,"Scanlan International, Inc.",Microsurgical Laboratories Inc.,4954,1,0,,,,,,,
10976,http://law.lexmachina.com/cases/17775,"Anheuser-Busch, Inc. v. Anderson Associates, et al",1:03-cv-20602,S.D.Fla.,2003, 3/14/2003,0,"8, 9",D367080,1,D367080,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D367080,No International Patents,,,3/14/2003,Not Available,,,,,,,,,"Anheuser-Busch, Inc.","Anderson Associates, et al",6925,1,0,,,,,,,
4416,http://law.lexmachina.com/cases/7519,"DEDICATION TO DETAIL, INC. v. BUFF AND SHINE MANUFACTURING, INC.",1:05-cv-05709,D.N.J.,2005, 12/5/2005,0,8,D367743,1,D367743,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D367743,No International Patents,,,12/5/2005,Not Available,,,,,,,,,"DEDICATION TO DETAIL, INC.","BUFF AND SHINE MANUFACTURING, INC.",2595,1,0,,,,,,,
24138,http://law.lexmachina.com/cases/13804,BOA UK Ltd v. Gripit Inc,2:01-cv-74282,E.D.Mich.,2001, 11/8/2001,0,8,D369076,1,D369076,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D369076,No International Patents,,,11/8/2001,Not Available,,,,,,,,,BOA UK Ltd,Gripit Inc,2162,1,0,,,,,,,
16463,http://law.lexmachina.com/cases/9128,Wayne Mooradian v. Chad Shinn et al,8:04-cv-01416,C.D.Cal.,2004, 12/9/2004,0,9,D371331,1,D371331,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D371331,No International Patents,,,12/9/2004,Not Available,,,,,,,,,Wayne Mooradian,Chad Shinn et al,6480,0,1,,,,,,,
10269,http://law.lexmachina.com/cases/2000000400,Laughing Rabbit Inc v. Stever,2:09-cv-01401,W.D.Wash.,2009, 10/5/2009,0,8,D375372,1,D375372,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D375372,No International Patents,,,10/5/2009,Not Available,,,,,,,,,Laughing Rabbit Inc,Stever,3724,0,1,,,,,,,
99675,http://law.lexmachina.com/cases/2000002624,"Laughing Rabbit, Inc. v. Allstar Marketing Group LLC",2:10-cv-00669,W.D.Wash.,2010, 4/19/2010,0,8,D375372,1,D375372,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D375372,No International Patents,,,4/19/2010,Not Available,,,,,,,,,"Laughing Rabbit, Inc.",Allstar Marketing Group LLC,3725,1,0,,,,,,,
2000074706,http://law.lexmachina.com/cases/2000031302,Laughing Rabbit Inc v. Relief Pod International,2:12-cv-00339,W.D.Wash.,2012, 2/28/2012,0,8,D375372,1,D375372,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D375372,No International Patents,,,2/28/2012,Not Available,,,,,,,,,Laughing Rabbit Inc,Relief Pod International,3724,1,2,,,,,,,
2000003527,http://law.lexmachina.com/cases/12993,"Wichita Tank Mfg., Inc. et al v. Rains",7:07-cv-00089,N.D.Tex.,2007, 6/13/2007,0,"8, 9",D375470,1,D375470,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D375470,No International Patents,,,6/13/2007,Not Available,,,,,,,,,"Wichita Tank Mfg., Inc. et al",Rains,7163,1,0,,,,,,,
2000004410,http://law.lexmachina.com/cases/6988,"BLACKMAN v. PROGRESS LIGHTING, I, et al",2:03-cv-00334,D.N.J.,2003, 1/23/2003,0,9,"D377400,D385644",2,D377400,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D377400,No International Patents,,,1/23/2003,Not Available,,,,,,,,,BLACKMAN,"PROGRESS LIGHTING, I, et al",6065,1,0,,,,,,,
No FirstClass Available (On PATSTAT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000044797,http://law.lexmachina.com/cases/24710,"Randolph v. New Top, Inc. et al",1:08-cv-04598,S.D.N.Y.,2008, 5/19/2008,0,9,"D432289,D436429",2,D432289,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D432289,,201,201,5/19/2008,Not Available,,,,,,,,,Randolph,"New Top, Inc. et al",6366,1,0,,,,,,,
12621,http://law.lexmachina.com/cases/2000035709,"Salus Corporation v. Tidi Products, LLC",4:12-cv-01155,E.D.Mo.,2012, 6/27/2012,0,8,D598638,1,D598638,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D598638,,202,202,6/27/2012,Not Available,,,,,,,,,Salus Corporation,"Tidi Products, LLC",4905,1,0,,,,,,,
10981,http://law.lexmachina.com/cases/2000003318,"Backgate Designs, Inc. v. College of the Desert Alumni Association, Inc. et al",2:10-cv-04857,C.D.Cal.,2010, 6/30/2010,0,8,D557478,1,D557478,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D557478,,203,203,6/30/2010,Not Available,,,,,,,,,"Backgate Designs, Inc.","College of the Desert Alumni Association, Inc. et al",2019,1,0,,,,,,,
17779,http://law.lexmachina.com/cases/2000035711,"Lanphere v. Prima (Xiamen) Co., Ltd.",1:12-cv-05150,N.D.Ill.,2012, 6/27/2012,0,9,D559502,1,D559502,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D559502,,203,203,6/27/2012,Not Available,,,,,,,,,Lanphere,"Prima (Xiamen) Co., Ltd.",6276,0,2,,,,,,,
8025,http://law.lexmachina.com/cases/2000003555,"Lanphere v. 1 Corp., etal",1:10-cv-04774,N.D.Ill.,2010, 7/29/2010,0,9,"D559502,D651355",2,D559502,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D559502,,203,203,7/29/2010,Not Available,,,,,,,,,Lanphere,"1 Corp., etal",6276,1,3,,,,,,,
12195,http://law.lexmachina.com/cases/2000005633,Sheng v. Walgreen Co. et al,3:11-cv-00346,N.D.Cal.,2011, 1/24/2011,0,9,D599532,1,D599532,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599532,,203,203,1/24/2011,Not Available,,,,,,,,,Sheng,Walgreen Co. et al,6408,1,0,,,,,,,
2000030679,http://law.lexmachina.com/cases/2000035713,Lanphere v. Schwabe et al,1:12-cv-05152,N.D.Ill.,2012, 6/27/2012,1,9,D651355,1,D651355,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D651355,,203,203,6/27/2012,Not Available,,,,,,,,,Lanphere,Schwabe et al,6276,0,1,,,,,,,
13292,http://law.lexmachina.com/cases/2000051355,"Bern Unlimited, Inc. v. Easton-Bell, Inc.",1:13-cv-11899,D.Mass.,2013,  8/8/2013,0,8,D685137,1,D685137,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D685137,,203,203,8/8/2013,Not Available,,,,,,,,,"Bern Unlimited, Inc.","Easton-Bell, Inc.",2104,1,0,,,,,,,
1000000826,http://law.lexmachina.com/cases/2000026423,Watson v. McClain-Barteet,1:11-cv-00828,W.D.Tex.,2011, 9/20/2011,1,9,D384495,1,D384495,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D384495,,204,204,9/20/2011,Not Available,,,,,,,,,Watson,McClain-Barteet,6479,1,2,,,,,,,
98274,http://law.lexmachina.com/cases/10282,"H.H. Brown Shoe Co, Inc et al v. Red Wing Shoe Co, Inc et al",3:04-cv-00691,D.Conn.,2004, 4/27/2004,0,8,D412391,1,D412391,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D412391,,204,204,4/27/2004,Not Available,,,,,,,,,"H.H. Brown Shoe Co, Inc et al","Red Wing Shoe Co, Inc et al",3223,1,0,,,,,,,
16163,http://law.lexmachina.com/cases/9832,"HH Brown Shoe Co, Inc et al v. Cabelas Inc et al",3:03-cv-01769,D.Conn.,2003,10/15/2003,0,8,D412391,1,D412391,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D412391,,204,204,10/15/2003,Not Available,,,,,,,,,"HH Brown Shoe Co, Inc et al",Cabelas Inc et al,3284,1,0,,,,,,,
