LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,IPC Url ,IPC,PrimaryClass,First4level,Filingdate1,B4,B3,B2,B1,Q0,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup,,,,,,,
No Patents Available (On Lex Machina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,http://law.lexmachina.com/cases/6465,"ZM Intl Inc v. Anywear Shoe Co Inc, et al",1:00-cv-08073,N.D.Ill.,2000,12/22/2000,0,8,"D422778,D423197",2,D422778,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D422778,,204,204,12/22/2000,Not Available,,,,,,,,,ZM Intl Inc,"Anywear Shoe Co Inc, et al",6007,1,0,,,,,,,
10194,http://law.lexmachina.com/cases/7799,"Skechers USA Inc, et al v. Willits Footwear, et al",2:01-cv-03887,C.D.Cal.,2001, 4/30/2001,0,"8, 12","D423201,D435162",2,D423201,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D423201,,204,204,4/30/2001,Not Available,,,,,,,,,"Skechers USA Inc, et al","Willits Footwear, et al",6893,0,2,,,,,,,
24307,http://law.lexmachina.com/cases/17815,"Skechers U.S.A., et al v. Asia Direct, Inc., et al",1:01-cv-03501,S.D.Fla.,2001, 8/13/2001,0,"8, 12","D423201,D431713,D435162",3,D423201,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D423201,,204,204,8/13/2001,Not Available,,,,,,,,,"Skechers U.S.A., et al","Asia Direct, Inc., et al",6890,1,0,,,,,,,
10146,http://law.lexmachina.com/cases/3893,"Skechers USA Inc II v. Haddad Apparel Group, et al",2:00-cv-11285,C.D.Cal.,2000,10/24/2000,0,12,D423201,1,D423201,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D423201,,204,204,10/24/2000,Not Available,,,,,,,,,Skechers USA Inc II,"Haddad Apparel Group, et al",6557,1,0,,,,,,,
13859,http://law.lexmachina.com/cases/8258,"Skechers USA Inc, et al v. Kent Eskam, et al",2:02-cv-05409,C.D.Cal.,2002,  7/9/2002,0,"8, 12","D435162,D444624",2,D435162,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D435162,,204,204,7/9/2002,Not Available,,,,,,,,,"Skechers USA Inc, et al","Kent Eskam, et al",6893,1,3,,,,,,,
16983,http://law.lexmachina.com/cases/8709,Global Brand Marketing Inc v. Rasolli Footwear Corp,2:04-cv-00057,C.D.Cal.,2004,  1/6/2004,0,8,"D457297,D463901,D467713,D468896,D470298,D474884,D481529",7,D457297,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D457297,,204,204,1/6/2004,Not Available,,,,,,,,,Global Brand Marketing Inc,Rasolli Footwear Corp,3151,0,2,,,,,,,
1000000393,http://law.lexmachina.com/cases/95670,Deckers Outdoor Corporation v. Bon-Ton Stores Inc et al,2:09-cv-00491,E.D.Wis.,2009, 5/15/2009,0,8,"D529697,D544188,D581140",3,D529697,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D529697,,204,204,5/15/2009,Not Available,,,,,,,,,Deckers Outdoor Corporation,Bon-Ton Stores Inc et al,2594,0,10,,,,,,,
6560,http://law.lexmachina.com/cases/99030,Fitflip Limited v. Lockard et al,9:09-cv-81144,S.D.Fla.,2009,  8/7/2009,0,8,D588343,1,D588343,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D588343,,204,204,8/7/2009,Not Available,,,,,,,,,Fitflip Limited,Lockard et al,2977,1,0,,,,,,,
16197,http://law.lexmachina.com/cases/2000006232,Grand Overseas Inc v. Kristens Kloset et al,8:11-cv-00367,C.D.Cal.,2011,  3/4/2011,0,8,"D590583,D591034",2,D590583,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D590583,,204,204,3/4/2011,Not Available,,,,,,,,,Grand Overseas Inc,Kristens Kloset et al,3187,1,0,,,,,,,
12570,http://law.lexmachina.com/cases/2000002098,"Buyers Direct Inc. v. Belk, Inc., et al",5:10-cv-00065,E.D.N.C.,2010, 2/24/2010,0,8,D598183,1,D598183,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D598183,,204,204,2/24/2010,Not Available,,,,,,,,,Buyers Direct Inc.,"Belk, Inc., et al",2238,1,0,,,,,,,
11189,http://law.lexmachina.com/cases/2000069937,"Deckers Outdoor Corporation v. Skechers U.S.A., Inc. et al",2:14-cv-08988,C.D.Cal.,2014,11/20/2014,0,8,"D614381,D616189,D661080",3,D614381,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D614381,,204,204,11/20/2014,Not Available,,,,,,,,,Deckers Outdoor Corporation,"Skechers U.S.A., Inc. et al",2594,0,9,,,,,,,
7529,http://law.lexmachina.com/cases/2000049384,"Shashi, LLC v. Tsipilates, LLC",0:13-cv-61303,S.D.Fla.,2013, 6/12/2013,0,8,D664349,1,D664349,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D664349,,204,204,6/12/2013,Not Available,,,,,,,,,"Shashi, LLC","Tsipilates, LLC",5037,1,0,,,,,,,
9936,http://law.lexmachina.com/cases/2000070240,Surf 9 LLC v. TSA Stores Inc et al,1:14-cv-03260,D.Colo.,2014, 12/1/2014,0,8,D693546,1,D693546,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D693546,,204,204,12/1/2014,Not Available,,,,,,,,,Surf 9 LLC,TSA Stores Inc et al,5307,1,0,,,,,,,
13324,http://law.lexmachina.com/cases/2000004390,"Grandway Honduras, LLC et al v. The Feldman Company, Inc. et al",2:10-cv-06669,C.D.Cal.,2010,  9/8/2010,0,8,D462825,1,D462825,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D462825,,206,206,9/8/2010,Not Available,,,,,,,,,"Grandway Honduras, LLC et al","The Feldman Company, Inc. et al",3188,1,0,,,,,,,
16034,http://law.lexmachina.com/cases/2000032896,"Tenacious Holdings, Inc. v. Wells Lamont Industry Group, LLC",0:12-cv-00893,D.Minn.,2012, 4/10/2012,0,8,D608978,1,D608978,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D608978,,206,206,4/10/2012,Not Available,,,,,,,,,"Tenacious Holdings, Inc.","Wells Lamont Industry Group, LLC",5421,1,0,,,,,,,
8491,http://law.lexmachina.com/cases/10423,"United States Luggage Company, L.P. v. Olivet International, Inc.",2:05-cv-00165,E.D.N.Y.,2005, 1/11/2005,0,8,D493387,1,D493387,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D493387,,267,267,1/11/2005,Not Available,,,,,,,,,"United States Luggage Company, L.P.","Olivet International, Inc.",5673,1,0,,,,,,,
16210,http://law.lexmachina.com/cases/10563,"Steven Madden, Ltd. v. Global Brand Marketing, Inc.",1:06-cv-00096,E.D.N.Y.,2006,  1/9/2006,1,8,D490228,1,D490228,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D490228,,299,299,1/9/2006,Not Available,,,,,,,,,"Steven Madden, Ltd.","Global Brand Marketing, Inc.",5236,1,0,,,,,,,
17121,http://law.lexmachina.com/cases/21935,"Skechers U.S.A. Inc. et al v. Renaissance Imports, Inc. et al",2:07-cv-07341,C.D.Cal.,2007, 11/8/2007,0,"8, 12",D547935,1,D547935,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D547935,,299,299,11/8/2007,Not Available,,,,,,,,,Skechers U.S.A. Inc. et al,"Renaissance Imports, Inc. et al",6889,1,0,,,,,,,
11460,http://law.lexmachina.com/cases/2000072651,Deckers Outdoor Corporation v. GFX Marketing Corp. et al,2:15-cv-00767,C.D.Cal.,2015,  2/3/2015,0,8,"D582650,D594638,D599999",3,D582650,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D582650,,299,299,2/3/2015,Not Available,,,,,,,,,Deckers Outdoor Corporation,GFX Marketing Corp. et al,2594,0,12,,,,,,,
8409,http://law.lexmachina.com/cases/2000001665,"Deckers Outdoor Corporation v. Claires Stores, Inc. et al",2:09-cv-09498,C.D.Cal.,2009,12/29/2009,0,8,D582650,1,D582650,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D582650,,299,299,12/29/2009,Not Available,,,,,,,,,Deckers Outdoor Corporation,"Claires Stores, Inc. et al",2594,0,2,,,,,,,
6072,http://law.lexmachina.com/cases/2000057341,"Deckers Outdoor Corporation v. ZW Shoes, Inc.,  et al",2:14-cv-00207,C.D.Cal.,2014,  1/9/2014,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,1/9/2014,Not Available,,,,,,,,,Deckers Outdoor Corporation,"ZW Shoes, Inc.,  et al",2594,0,13,,,,,,,
5739,http://law.lexmachina.com/cases/2000072599,Deckers Outdoor Corporation v. Golden Asia Footwear Inc. et al,2:15-cv-00750,C.D.Cal.,2015,  2/2/2015,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,2/2/2015,Not Available,,,,,,,,,Deckers Outdoor Corporation,Golden Asia Footwear Inc. et al,2594,0,6,,,,,,,
5773,http://law.lexmachina.com/cases/2000072650,Deckers Outdoor Corporation v. Fortune Dynamic Inc. et al,2:15-cv-00769,C.D.Cal.,2015,  2/3/2015,0,8,D599999,1,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,2/3/2015,Not Available,,,,,,,,,Deckers Outdoor Corporation,Fortune Dynamic Inc. et al,2594,0,1,,,,,,,
25295,http://law.lexmachina.com/cases/2000060750,Deckers Outdoor Corporation v. Ositos Shoes Inc. et al,2:14-cv-02652,C.D.Cal.,2014,  4/8/2014,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,4/8/2014,Not Available,,,,,,,,,Deckers Outdoor Corporation,Ositos Shoes Inc. et al,2594,0,8,,,,,,,
6122,http://law.lexmachina.com/cases/2000081911,Deckers Outdoor Corporation v. Sup Trading et al,2:15-cv-07042,C.D.Cal.,2015,  9/4/2015,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,9/4/2015,Not Available,,,,,,,,,Deckers Outdoor Corporation,Sup Trading et al,2594,0,15,,,,,,,
14179,http://law.lexmachina.com/cases/2000043595,Deckers Outdoor Corporation v. Family Shoes Store et al,2:13-cv-00530,C.D.Cal.,2013, 1/24/2013,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,1/24/2013,Not Available,,,,,,,,,Deckers Outdoor Corporation,Family Shoes Store et al,2594,0,5,,,,,,,
1659,http://law.lexmachina.com/cases/2000058469,Deckers Outdoor Corporation v. JJ Shoes et al,2:14-cv-01099,C.D.Cal.,2014, 2/12/2014,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,2/12/2014,Not Available,,,,,,,,,Deckers Outdoor Corporation,JJ Shoes et al,2594,0,7,,,,,,,
10479,http://law.lexmachina.com/cases/2000049916,Deckers Outdoor Corporation v. Kids Dream Land et al,2:13-cv-04642,C.D.Cal.,2013, 6/26/2013,0,8,D599999,1,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,6/26/2013,Not Available,,,,,,,,,Deckers Outdoor Corporation,Kids Dream Land et al,2594,0,11,,,,,,,
5508,http://law.lexmachina.com/cases/2000066296,Deckers Outdoor Corporation v. The Busy B Enterprises Pty Ltd et al,2:14-cv-06699,C.D.Cal.,2014, 8/26/2014,0,8,"D599999,D616189",2,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,8/26/2014,Not Available,,,,,,,,,Deckers Outdoor Corporation,The Busy B Enterprises Pty Ltd et al,2594,0,4,,,,,,,
3297,http://law.lexmachina.com/cases/2000026812,Deckers Outdoor Corporation et al v. Clickcorp Pty Ltd et al,2:11-cv-08109,C.D.Cal.,2011, 9/29/2011,0,8,D599999,1,D599999,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D599999,,299,299,9/29/2011,Not Available,,,,,,,,,Deckers Outdoor Corporation et al,Clickcorp Pty Ltd et al,2593,1,0,,,,,,,
13912,http://law.lexmachina.com/cases/2000084663,Deckers Outdoor Corporation v. Aussie Dogs LLC et al,8:15-cv-01921,C.D.Cal.,2015,11/18/2015,0,8,D616189,1,D616189,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D616189,,299,299,11/18/2015,Not Available,,,,,,,,,Deckers Outdoor Corporation,Aussie Dogs LLC et al,2594,1,3,,,,,,,
8876,http://law.lexmachina.com/cases/2000023439,Jeffrey Campbell LLC v. Steve Madden Ltd et al,2:11-cv-04836,C.D.Cal.,2011,  6/7/2011,0,8,D634532,1,D634532,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D634532,,299,299,6/7/2011,Not Available,,,,,,,,,Jeffrey Campbell LLC,Steve Madden Ltd et al,3584,1,0,,,,,,,
17825,http://law.lexmachina.com/cases/2000063692,"Skechers U.S.A., Inc. et al v. Reebok International Ltd. et al",2:14-cv-04722,C.D.Cal.,2014, 6/18/2014,0,"8, 12",D661884,1,D661884,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D661884,,299,299,6/18/2014,Not Available,,,,,,,,,"Skechers U.S.A., Inc. et al",Reebok International Ltd. et al,6891,1,0,,,,,,,
2000063624,http://law.lexmachina.com/cases/3215,"The Gem Group, Inc. v. Nova International Ltd.",1:03-cv-12522,D.Mass.,2003,12/16/2003,0,8,D421526,1,D421526,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D421526,,301,301,12/16/2003,Not Available,,,,,,,,,"The Gem Group, Inc.",Nova International Ltd.,5449,1,0,,,,,,,
2000006127,http://law.lexmachina.com/cases/12532,Wolf Designs Inc v. Donald McEvoy Ltd Inc,3:04-cv-00348,N.D.Tex.,2004, 2/19/2004,0,8,"D471010,D479912,D480211",3,D471010,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D471010,,301,301,2/19/2004,Not Available,,,,,,,,,Wolf Designs Inc,Donald McEvoy Ltd Inc,5927,0,3,,,,,,,
2000006042,http://law.lexmachina.com/cases/19536,Dexas International Ltd v. Tung Yung International Inc,6:07-cv-00334,E.D.Tex.,2007, 7/19/2007,0,8,"D474599,D475748",2,D474599,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D474599,,301,301,7/19/2007,Not Available,,,,,,,,,Dexas International Ltd,Tung Yung International Inc,2622,1,2,,,,,,,
23531,http://law.lexmachina.com/cases/8979,Picnic Time Inc v. Picnic at Ascot Inc,2:04-cv-08831,C.D.Cal.,2004,10/25/2004,0,8,D486642,1,D486642,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D486642,,301,301,10/25/2004,Not Available,,,,,,,,,Picnic Time Inc,Picnic at Ascot Inc,4570,1,0,,,,,,,
24768,http://law.lexmachina.com/cases/2000030574,Crook v. Ascena Retail Group Inc,6:12-cv-00369,D.S.C.,2012,  2/8/2012,0,9,D524544,1,D524544,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D524544,,301,301,2/8/2012,Not Available,,,,,,,,,Crook,Ascena Retail Group Inc,6116,1,0,,,,,,,
1000000656,http://law.lexmachina.com/cases/2000005546,"SanMar Corp v. ChicoEco, Inc.",2:11-cv-00108,W.D.Wash.,2011, 1/19/2011,1,8,D547059,1,D547059,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D547059,,301,301,1/19/2011,Not Available,,,,,,,,,SanMar Corp,"ChicoEco, Inc.",4918,1,0,,,,,,,
24977,http://law.lexmachina.com/cases/22656,"J.Choo Limited v. Shopsueyboutique.com, Inc. et al",1:07-cv-11167,S.D.N.Y.,2007,12/11/2007,0,8,"D547944,D547945,D551863,D552354",4,D547944,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D547944,,301,301,12/11/2007,Not Available,,,,,,,,,J.Choo Limited,"Shopsueyboutique.com, Inc. et al",3556,1,0,,,,,,,
5953,http://law.lexmachina.com/cases/2000003224,"Primeware, Inc. v. Evergreen Enterprises, Inc.",4:10-cv-00442,N.D.Tex.,2010, 6/22/2010,0,8,D564216,1,D564216,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D564216,,301,301,6/22/2010,Not Available,,,,,,,,,"Primeware, Inc.","Evergreen Enterprises, Inc.",4642,1,0,,,,,,,
1375,http://law.lexmachina.com/cases/96465,SP International Inc v. Built NY Inc,3:09-cv-01151,N.D.Tex.,2009, 6/17/2009,1,8,D584510,1,D584510,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D584510,,301,301,6/17/2009,Not Available,,,,,,,,,SP International Inc,Built NY Inc,5174,1,0,,,,,,,
2000004289,http://law.lexmachina.com/cases/2000049380,"Tomgal, LLC v. BH Fashion Design Inc. et al",1:13-cv-03388,E.D.N.Y.,2013, 6/13/2013,0,8,"D586118,D597304,D612597",3,D586118,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D586118,,301,301,6/13/2013,Not Available,,,,,,,,,"Tomgal, LLC",BH Fashion Design Inc. et al,5541,1,0,,,,,,,
9209,http://law.lexmachina.com/cases/2000004467,"Iron Bridge Tools, Inc. et al v. Olympia Tools International, Inc.",0:10-cv-62085,S.D.Fla.,2010,10/29/2010,0,8,"D613944,D613945,D622506",3,D613944,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D613944,,301,301,10/29/2010,Not Available,,,,,,,,,"Iron Bridge Tools, Inc. et al","Olympia Tools International, Inc.",3532,1,0,,,,,,,
8515,http://law.lexmachina.com/cases/2000029757,"Reed Krakoff, LLC v. Accessory Exchange LLC et al",1:11-cv-09525,S.D.N.Y.,2011,12/23/2011,0,8,D625516,1,D625516,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D625516,,301,301,12/23/2011,Not Available,,,,,,,,,"Reed Krakoff, LLC",Accessory Exchange LLC et al,4780,1,0,,,,,,,
11030,http://law.lexmachina.com/cases/2000056346,"SPECTRUM IMPORTS, INC. et al v. CHRISTMAS TREE SHOPS, INC. et al",2:13-cv-07144,E.D.Pa.,2013, 12/6/2013,0,"8, 9","D679092,D689283",2,D679092,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D679092,,301,301,12/6/2013,Not Available,,,,,,,,,"SPECTRUM IMPORTS, INC. et al","CHRISTMAS TREE SHOPS, INC. et al",7126,1,0,,,,,,,
3199,http://law.lexmachina.com/cases/2000082311,"S.A.S. Jean Cassegrain et al v. S & J International, Inc. et al",1:15-cv-03249,N.D.Ga.,2015, 9/16/2015,0,8,D696860,1,D696860,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D696860,,301,301,9/16/2015,Not Available,,,,,,,,,S.A.S. Jean Cassegrain et al,"S & J International, Inc. et al",4883,1,0,,,,,,,
5745,http://law.lexmachina.com/cases/2000081221,"Wild Eye Designs, Inc. v. Thai et al",1:15-cv-23093,S.D.Fla.,2015, 8/18/2015,1,8,D724836,1,D724836,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D724836,,301,301,8/18/2015,Not Available,,,,,,,,,"Wild Eye Designs, Inc.",Thai et al,5899,1,1,,,,,,,
9897,http://law.lexmachina.com/cases/2000084999,"Wild Eye Designs, Inc. v. Thai et al",2:15-cv-01862,E.D.Tex.,2015,11/24/2015,1,8,D724836,1,D724836,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D724836,,301,301,11/24/2015,Not Available,,,,,,,,,"Wild Eye Designs, Inc.",Thai et al,5899,0,2,,,,,,,
6695,http://law.lexmachina.com/cases/2000082992,SKITS LLC v. LTD Commodities LLC,8:15-cv-01591,C.D.Cal.,2015, 10/2/2015,0,8,D739655,1,D739655,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D739655,,301,301,10/2/2015,Not Available,,,,,,,,,SKITS LLC,LTD Commodities LLC,5098,1,0,,,,,,,
17856,http://law.lexmachina.com/cases/17210,"Murray Sales, Inc. v. Norpro, Inc.",0:03-cv-61462,S.D.Fla.,2003, 7/31/2003,0,8,D445258,1,D445258,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D445258,,401,401,7/31/2003,Not Available,,,,,,,,,"Murray Sales, Inc.","Norpro, Inc.",4151,1,0,,,,,,,
16383,http://law.lexmachina.com/cases/2000062319,"EZ Products of South Florida, LLC v. Dollar Tree Stores, Inc.",1:14-cv-01398,N.D.Ga.,2014,  5/8/2014,0,8,D674566,1,D674566,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D674566,,401,401,5/8/2014,Not Available,,,,,,,,,"EZ Products of South Florida, LLC","Dollar Tree Stores, Inc.",2907,1,0,,,,,,,
11035,http://law.lexmachina.com/cases/17191,Sharper Image Corp. v. Lentek International,6:00-cv-00975,M.D.Fla.,2000, 7/28/2000,0,8,D417551,1,D417551,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D417551,,402,402,7/28/2000,Not Available,,,,,,,,,Sharper Image Corp.,Lentek International,5033,1,0,,,,,,,
2000004015,http://law.lexmachina.com/cases/13306,MI Tube Swagers Inc v. Hanco Inc,2:02-cv-72124,E.D.Mich.,2002, 5/24/2002,0,8,D429911,1,D429911,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D429911,,601,601,5/24/2002,Not Available,,,,,,,,,MI Tube Swagers Inc,Hanco Inc,4030,1,0,,,,,,,
12011,http://law.lexmachina.com/cases/11531,"LANEVENTURE v. D&F; WICKER RATTAN, et al",1:02-cv-00891,M.D.N.C.,2002,10/16/2002,0,8,"D432801,D435738,D466327",3,D432801,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D432801,,601,601,10/16/2002,Not Available,,,,,,,,,LANEVENTURE,"D&F; WICKER RATTAN, et al",3717,1,0,,,,,,,
3619,http://law.lexmachina.com/cases/7664,Frank Corella v. J Marshal Designs In,2:01-cv-05181,C.D.Cal.,2001, 5/14/2001,0,9,D440067,1,D440067,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D440067,,601,601,5/14/2001,Not Available,,,,,,,,,Frank Corella,J Marshal Designs In,6156,1,0,,,,,,,
303,http://law.lexmachina.com/cases/10587,"Emeco Industries, Inc. v. Michigan Tube Swagers, Inc.",1:04-cv-02039,M.D.Pa.,2004, 9/15/2004,0,8,"D458467,D460282",2,D458467,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D458467,,601,601,9/15/2004,Not Available,,,,,,,,,"Emeco Industries, Inc.","Michigan Tube Swagers, Inc.",2829,1,0,,,,,,,
80461,http://law.lexmachina.com/cases/2000064600,The Stadium Chair Company LLC v. Costco Wholesale Corporation et al,5:14-cv-00630,W.D.Tex.,2014, 7/11/2014,0,8,D468548,1,D468548,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D468548,,601,601,7/11/2014,Not Available,,,,,,,,,The Stadium Chair Company LLC,Costco Wholesale Corporation et al,5474,1,0,,,,,,,
2000023932,http://law.lexmachina.com/cases/2000025307,"Famosa, Corp. v. Gaiam, Inc.",1:11-cv-05703,S.D.N.Y.,2011, 8/16/2011,0,8,"D471025,6702388,6832817,7044558,D471371,D503553",6,D471025,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D471025,,601,601,8/16/2011,Not Available,,,,,,,,,"Famosa, Corp.","Gaiam, Inc.",2918,1,0,,,,,,,
9295,http://law.lexmachina.com/cases/13475,David Sutherland Inc vs. J Alexander Collection Inc,3:05-cv-01103,N.D.Tex.,2005, 5/27/2005,0,8,"D473388,D490995",2,D473388,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D473388,,601,601,5/27/2005,Not Available,,,,,,,,,David Sutherland Inc vs. J Alexander Collection Inc,,2579,1,0,,,,,,,
8204,http://law.lexmachina.com/cases/10546,STEELCASE DEVELOPMENT CORPORATION et al v. PHILADELPHIA EAGLES LLC et al,2:03-cv-06191,E.D.Pa.,2003,11/12/2003,0,8,D476819,1,D476819,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D476819,,601,601,11/12/2003,Not Available,,,,,,,,,STEELCASE DEVELOPMENT CORPORATION et al,PHILADELPHIA EAGLES LLC et al,5231,1,0,,,,,,,
12191,http://law.lexmachina.com/cases/94382,"LA-Z-BOY GREENSBORO, INC. v. H.T. HACKNEY CO., THE D/B/A HOLLAND HOUSE FURNITURE",1:09-cv-00221,M.D.N.C.,2009, 3/30/2009,0,8,"D484329,D490626,D504037,D505805",4,D484329,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D484329,,601,601,3/30/2009,Not Available,,,,,,,,,"LA-Z-BOY GREENSBORO, INC.","H.T. HACKNEY CO., THE D/B/A HOLLAND HOUSE FURNITURE",3732,1,0,,,,,,,
14721,http://law.lexmachina.com/cases/2000043769,"David Sutherland, Inc v. Teak Warehouse, Inc.",3:13-cv-00484,N.D.Tex.,2013, 1/31/2013,0,8,D490995,1,D490995,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D490995,,601,601,1/31/2013,Not Available,,,,,,,,,"David Sutherland, Inc","Teak Warehouse, Inc.",2580,1,0,,,,,,,
15059,http://law.lexmachina.com/cases/25011,"Innovation U.S.A., Inc. v. Lifestyle Solutions, Inc.",2:08-cv-00303,E.D.Va.,2008, 6/30/2008,0,8,D490996,1,D490996,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=D490996,,601,601,6/30/2008,Not Available,,,,,,,,,"Innovation U.S.A., Inc.","Lifestyle Solutions, Inc.",3463,1,0,,,,,,,
